<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.27	1.06350	1.06880	1.05647	1.06556	222032	151665459500	0
2016.01.03	1.06595	1.07263	1.05359	1.06170	569242	381984141919	0
2016.01.10	1.06338	1.08071	1.06054	1.06085	624849	452861463884	0
2016.01.17	1.06581	1.08386	1.06245	1.07825	717804	531048937156	0
2016.01.24	1.07767	1.09717	1.07348	1.09180	693973	527153869871	0
2016.01.31	1.09039	1.09427	1.06467	1.06485	668423	534984261095	0
2016.02.07	1.06656	1.07354	1.05646	1.06829	733515	538656253000	0
2016.02.14	1.07254	1.08709	1.07074	1.07736	657798	443766978000	0
2016.02.21	1.07636	1.08720	1.06688	1.07347	634072	442119839000	0
2016.02.28	1.08059	1.09719	1.07616	1.08965	714523	517700367500	0
2016.03.06	1.09017	1.12825	1.08898	1.12010	664863	438600036500	0
2016.03.13	1.12119	1.13158	1.11440	1.11790	659677	402807409000	0
2016.03.20	1.11840	1.13314	1.11803	1.12016	525713	323008687000	0
2016.03.27	1.12344	1.12503	1.10436	1.11108	610607	442374161000	0
2016.04.03	1.11240	1.11995	1.10639	1.10723	625887	439476659000	0
2016.04.10	1.10694	1.12372	1.10321	1.11493	614540	426315830000	0
2016.04.17	1.11054	1.12640	1.10616	1.12421	611045	390993684042	0
2016.04.24	1.12245	1.12694	1.08767	1.08919	525662	354994158000	0
2016.05.01	1.08838	1.09471	1.07337	1.07603	590533	422664354000	0
2016.05.08	1.07587	1.09189	1.06997	1.07213	528109	446910211000	0
2016.05.15	1.07129	1.08048	1.06499	1.06643	516851	426602397000	0
2016.05.22	1.06484	1.07457	1.06177	1.07245	474418	366195361000	0
2016.05.29	1.07231	1.07740	1.05243	1.05847	518015	463370418698	0
2016.06.05	1.05951	1.07369	1.04066	1.04489	535908	491447935000	0
2016.06.12	1.04536	1.05453	1.04147	1.04548	581352	527626718000	0
2016.06.19	1.05012	1.05287	1.04192	1.04493	551101	499524458819	0
2016.06.26	1.04808	1.05076	1.04121	1.04493	547202	470117932000	0
2016.07.03	1.03805	1.05480	1.03098	1.03446	533352	446260574000	0
2016.07.10	1.03523	1.06992	1.03493	1.06416	542533	476802111000	0
2016.07.17	1.06265	1.07690	1.06082	1.06565	457926	415637063000	0
2016.07.24	1.06609	1.07246	1.05169	1.05335	478483	411124921810	0
2016.07.31	1.05264	1.06771	1.04365	1.06641	472922	426624337709	0
2016.08.07	1.06614	1.07414	1.05312	1.06215	431668	387082485000	0
2016.08.14	1.06365	1.06716	1.04731	1.04793	485304	459431392000	0
2016.08.21	1.04792	1.05249	1.03907	1.04363	468678	407294679000	0
2016.08.28	1.04443	1.04565	1.03317	1.03598	485313	372137426000	0
2016.09.04	1.03918	1.04321	1.02612	1.02723	501765	382568578000	0
2016.09.11	1.02960	1.03132	1.02342	1.03028	573816	446659661131	0
2016.09.18	1.02975	1.05408	1.02651	1.04974	499808	460177557000	0
2016.09.25	1.04984	1.05832	1.04670	1.05090	565579	483767879146	0
2016.10.02	1.05198	1.06356	1.04962	1.05825	546268	441677522000	0
2016.10.09	1.05855	1.07619	1.05726	1.07375	500929	446888688404	0
2016.10.16	1.07301	1.07493	1.05885	1.05998	456820	394773807437	0
2016.10.23	1.06105	1.07538	1.05804	1.05804	523059	433600496291	0
2016.10.30	1.06041	1.07015	1.04632	1.04681	581190	514367636427	0
2016.11.06	1.04526	1.06443	1.03614	1.05606	826035	705151876404	0
2016.11.13	1.05607	1.06558	1.04402	1.04402	729013	588443329405	0
2016.11.20	1.04808	1.06088	1.04104	1.05436	615465	502896556613	0
2016.11.27	1.05521	1.05919	1.04019	1.04335	630745	523854618115	0
2016.12.04	1.04139	1.05151	1.03745	1.04147	538497	409896579932	0
2016.12.11	1.04317	1.04925	1.03724	1.04695	710823	494424053846	0
2016.12.18	1.04479	1.05010	1.04040	1.04065	549491	408380989790	0
2016.12.25	1.04343	1.04434	1.02869	1.03613	398457	304383474025	0
2017.01.01	1.03775	1.04890	1.03175	1.04598	661684	514297917053	0
2017.01.08	1.04616	1.05692	1.04588	1.04985	775458	573316606190	0
2017.01.15	1.05059	1.05522	1.04623	1.05171	765947	573737343624	0
2017.01.22	1.05263	1.05450	1.03564	1.03789	717680	569402553856	0
2017.01.29	1.03758	1.05273	1.03234	1.04704	694720	563280939164	34
2017.02.05	1.04826	1.06726	1.03764	1.06365	651057	525925237319	0
2017.02.12	1.06468	1.07069	1.06294	1.06487	659960	523592165221	0
2017.02.19	1.06534	1.07467	1.06096	1.06338	535369	434217095668	0
2017.02.26	1.06584	1.07935	1.06148	1.07589	631981	514940239696	0
2017.03.05	1.07857	1.09241	1.07766	1.08948	631416	408453117214	0
2017.03.12	1.08805	1.10169	1.08784	1.09742	639545	448919022023	0
2017.03.19	1.09721	1.09776	1.08212	1.08216	614189	428342830043	0
2017.03.26	1.08423	1.09637	1.07904	1.08630	520984	383054370380	0
2017.04.02	1.08737	1.09023	1.07596	1.07955	511578	345243099330	0
2017.04.09	1.07947	1.08447	1.07613	1.08033	497416	357005500720	0
2017.04.16	1.08094	1.08325	1.06399	1.07029	458262	323774018799	0
2017.04.23	1.07545	1.09130	1.07124	1.08919	513515	354517422172	0
