<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.18	1.32598	1.33455	1.32507	1.32841	278992	0	1
2019.08.25	1.32918	1.33331	1.32250	1.33046	358520	0	0
2019.09.01	1.33131	1.33825	1.31580	1.31640	320891	0	0
2019.09.08	1.31741	1.32853	1.31335	1.32851	221409	0	0
2019.09.15	1.32843	1.33101	1.32097	1.32646	232514	0	0
2019.09.22	1.32612	1.33048	1.32136	1.32357	209463	0	0
2019.09.29	1.32321	1.33476	1.32057	1.33020	242311	0	0
2019.10.06	1.33207	1.33458	1.31708	1.31970	237529	0	0
2019.10.13	1.32004	1.32394	1.31188	1.31244	169487	0	0
2019.10.20	1.31311	1.31382	1.30531	1.30590	142781	0	0
2019.10.27	1.30585	1.32081	1.30420	1.31392	158670	0	0
2019.11.03	1.31354	1.32371	1.31151	1.32255	140397	0	0
2019.11.10	1.32248	1.32704	1.32125	1.32212	107865	0	0
2019.11.17	1.32216	1.33274	1.31900	1.32993	123208	0	0
2019.11.24	1.32948	1.33188	1.32600	1.32736	107312	0	0
2019.12.01	1.32701	1.33208	1.31583	1.32545	116793	0	0
2019.12.08	1.32509	1.32649	1.31507	1.31716	125747	0	0
2019.12.15	1.31715	1.31862	1.31022	1.31530	115033	0	0
2019.12.22	1.31465	1.31764	1.30642	1.30816	78482	0	0
2019.12.29	1.30742	1.30843	1.29511	1.30002	112306	0	0
2020.01.05	1.29857	1.31044	1.29569	1.30529	137121	0	0
2020.01.12	1.30494	1.30791	1.30314	1.30696	117309	0	2
2020.01.19	1.30589	1.31713	1.30357	1.31469	132142	0	2
2020.01.26	1.31491	1.32528	1.31475	1.32282	150795	0	2
2020.02.02	1.32351	1.33209	1.32317	1.33065	157741	0	2
2020.02.09	1.33023	1.33289	1.32353	1.32513	136543	0	2
2020.02.16	1.32486	1.32782	1.32018	1.32238	130734	0	2
2020.02.23	1.32503	1.34642	1.32425	1.33961	268851	0	0
2020.03.01	1.34345	1.34393	1.33148	1.34222	293479	0	0
2020.03.08	1.35879	1.39948	1.35165	1.38032	574501	0	0
2020.03.15	1.37416	1.46674	1.37278	1.43333	669148	0	0
2020.03.22	1.43495	1.45605	1.39210	1.39998	663447	0	0
2020.03.29	1.40152	1.43489	1.40002	1.42031	521684	0	0
